Specie;Plot;Quad;X_quad;Y_quad;Q_Yellow;X_yellow;Y_yellow;TAG ;status;X_10;Y_10;X;Y;alt;dia_x;dia_y;diam;OBS
;6;A;0;0;E3;0;20;no tag;Reprodutivo;4;6;4;26;20.6;20.7;19.8;1286.9604;
;6;B;50;0;A5;40;40;2145;Reprodutivo;8.5;4;98.5;44;28.7;22.7;19.7;1404.1766;
;6;B;50;0;B5;40;30;2144;Morreu;2.5;1;92.5;31;na;na;na;#VALOR!;
;6;B;50;0;C4;30;20;no tag;Jovem ;1;8;81;28;26.2;21.4;19.3;1296.8828;
;6;C;0;50;B4;10;30;2150;Reprodutivo;5;10;15;90;35.8;44.2;50;6939.4;
;6;C;0;50;B4;10;30;2148;Esqueleto;3;2.5;13;82.5;19;10.3;13.2;426.9144;
;6;C;0;50;B5;10;40;no tag;Jovem ;9;2;19;92;19.2;5;5;78.5;
;6;C;0;50;C1;20;0;no tag;Jovem ;5.5;4;25.5;54;7.2;8.28;6.9;179.39448;
;6;C;0;50;D1;30;0;2147;Esqueleto;9;6;39;56;5;5;5;78.5;
;6;C;0;50;D2;30;10;2149;Esqueleto;5.5;6;35.5;66;12.9;9.5;19;566.77;
;6;C;0;50;E2;40;10;2151;Esqueleto;2;8;42;68;5;8.7;5.5;150.249;
;6;C;0;50;E3;40;20;no tag;Reprodutivo;10;3;50;73;21.6;16.2;15.4;783.3672;na borda
;6;D;50;50;C2;30;20;2152;Reprodutivo;7;8.5;87;78.5;24.2;53.2;51.2;8552.8576;
;6;D;50;50;C2;30;20;2153;Reprodutivo;1.5;4.5;81.5;74.5;21.6;32.4;35.1;3570.9336;
;6;D;50;50;D3;20;30;2154;Esqueleto;1.5;6;71.5;86;5;5;5;78.5;
;6;D;50;50;E1;40;40;no tag;Morreu;3;7.5;93;97.5;na;na;na;#VALOR!;
;6;D;50;50;E1;40;40;no tag;Morreu;4.5;8;94.5;98;na;na;na;#VALOR!;
;6;D;50;50;E3;20;40;no tag;Jovem ;4.5;7.5;74.5;97.5;25.8;37.5;30.1;3544.275;
;6;D;50;50;E3;20;40;no tag;Jovem ;6.5;6;76.5;96;14.3;13.6;13.3;567.9632;
;6;D;50;50;E3;20;40;no tag;Jovem ;9.5;5;79.5;95;18.1;19.4;17.5;1066.03;
;6;D;50;50;E4;10;40;no tag;Jovem ;1;4.5;61;94.5;10.9;7.7;8;193.424;
;6;D;50;50;E4;10;40;no tag;Jovem ;5;3.5;65;93.5;9.79;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;8;6.5;58;96.5;7.25;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;8;6.5;58;96.5;7.25;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;9.5;8.5;59.5;98.5;7.5;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;9.5;8.5;59.5;98.5;7.5;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;9.5;8.5;59.5;98.5;14.3;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;9.5;8.5;59.5;98.5;19.8;11;7.9;272.866;
;7;A;0;0;B1;30;40;2162;Esqueleto;0.5;6;30.5;46;18;41.9;34.3;4512.7138;
;7;A;0;0;B2;30;30;2160;Esqueleto;7;9;37;39;6.8;5.7;5.8;103.8084;
;7;A;0;0;B2;30;30;2159;adulto ano passado;8;7.5;38;37.5;26.7;11.4;10.9;390.1764;
;7;A;0;0;D3;10;20;no tag;Reprodutivo;2;3.5;12;23.5;31.3;16.9;15.7;578.4194;
;7;A;0;0;D3;10;20;no tag;Jovem ;8.5;1.5;18.5;21.5;22.4;5.7;5;280.9986;
;7;A;0;0;E2;0;30;no tag;Jovem ;4;10;4;40;na;na;na;na;
;7;A;0;0;E3;0;20;2155;Reprodutivo;3.5;8.5;3.5;28.5;44.4;24.4;21.4;1639.5824;
;7;A;0;0;E4;0;10;2156;Reprodutivo;7;3;7;13;25.3;28.3;22.4;1990.5088;
;7;B;50;0;A1;0;40;no tag;Jovem ;10;9;60;49;8.7;5;5;78.5;
;7;B;50;0;A2;10;40;no tag;Jovem ;2.5;1.5;62.5;41.5;11.4;5;5;78.5;
;7;B;50;0;A2;10;40;no tag;Jovem ;0.5;5.5;60.5;45.5;5;5;5;78.5;
;7;B;50;0;A3;20;40;2168;Esqueleto;0;0;70;40;40.1;41.8;34;4462.568;
;7;B;50;0;A3;20;40;2167;adulto ano passado;7.5;6;77.5;46;31.7;33.75;28.9;3062.6775;
;7;B;50;0;B3;20;30;2166;Esqueleto;0.5;2;70.5;32;32.8;59.3;30.2;5623.3004;
;7;B;50;0;B3;20;30;2165;adulto ano passado;6;8;76;38;34.3;18.5;20.4;1185.036;
;7;B;50;0;C1;0;20;no tag;Jovem ;8;7.5;58;27.5;13.9;6.3;6.1;120.6702;
;7;B;50;0;E1;0;0;2163;adulto ano passado;4.5;8.5;54.5;8.5;23.9;24.7;16.6;1287.4628;
;7;B;50;0;E5;40;0;2164;Reprodutivo;2.5;2.5;92.5;2.5;19.8;10.2;18.3;586.1124;
;7;C;0;50;A1;0;0;2173;Reprodutivo;1;9.5;1;59.5;36.2;24.1;32.4;2451.8376;
;7;C;0;50;A2;0;30;2172;Reprodutivo;0;8;0;88;48.9;46.02;39.3;5678.96004;
;7;C;0;50;A2;0;30;no tag;Jovem ;4;2;4;82;11.8;5;5;78.5;
;7;C;0;50;A3;0;20;2171;Reprodutivo;0;4.5;0;74.5;22.4;12.8;18.4;739.5328;
;7;C;0;50;C5;20;40;2169;Reprodutivo;3;3;23;93;23.1;22.3;16.8;1176.3696;
;7;D;50;50;A1;40;0;2175;Reprodutivo;5;0;95;50;49.3;45.4;47.3;6742.8988;
;7;D;50;50;A3;20;0;2176;Esqueleto;5;9;75;59;21.4;54.4;44.5;7601.312;
;7;D;50;50;A3;20;0;no tag;Jovem ;6;9;76;59;22.3;11.7;8.9;326.9682;
;7;D;50;50;B4;10;10;no tag;Reprodutivo;0.5;5;60.5;65;13.9;13.2;11.6;480.7968;
;7;D;50;50;C1;40;20;2174;Esqueleto;9;0;99;70;7.9;8.4;9.6;253.2096;
;8;A;0;0;A1;40;40;no tag;Jovem ;10;1;50;41;11.3;5;5;78.5;
;8;A;0;0;A5;40;0;2182;Morreu;8;7;48;7;na;na;na;na;
;8;A;0;0;A5;40;0;2181;Esqueleto;7.5;5;47.5;5;5;9.1;5;142.87;
;8;A;0;0;B5;30;0;2179;Morreu;8;5;38;5;na;na;na;na;
;8;A;0;0;B5;30;0;2180;Morreu;3;10;33;10;na;na;na;na;
;8;A;0;0;D3;10;20;2178;Reprodutivo;7;0.5;17;20.5;37.8;63.4;59.2;11785.2992;
;8;A;0;0;E2;0;30;2183;Reprodutivo;10;0.5;10;30.5;31.9;64.4;58.8;11890.3008;borda
;8;A;0;0;E2;0;30;2184;Esqueleto;10;8;10;38;1.3;20.5;15.1;971.987;borda
;8;B;50;0;B5;40;30;2185;Reprodutivo;5.5;7.5;95.5;37.5;42.7;108.6;16.8;5728.8672;
;8;B;50;0;C3;20;20;2186;Reprodutivo;10;7;80;27;38.3;96.1;75.1;22661.7254;entre c3 e d3
;8;B;50;0;D1;0;10;2187;Reprodutivo;9;6;59;16;15.21;15.6;18.1;886.6104;
;8;B;50;0;D3;20;10;no tag;Jovem ;0;2;70;12;11.2;5;5;78.5;
;8;B;50;0;D3;20;10;no tag;Jovem ;0;2;70;12;11.2;5;5;78.5;
;8;B;50;0;D3;20;10;no tag;Morreu;0;2;70;12;na;na;na;#VALOR!;
;8;B;50;0;D3;20;10;no tag;Morreu;0;2;70;12;na;na;na;#VALOR!;
;8;D;50;50;A5;0;0;2188;Morreu;1.5;0.5;51.5;50.5;na;na;na;#VALOR!;
;8;D;50;50;C5;0;20;2189;Esqueleto;1;6.5;51;76.5;5;5;5;78.5;
;9;A;0;0;A2;40;30;2195;Esqueleto;3.5;1;43.5;31;5;5;5;78.5;
;9;A;0;0;A5;40;0;no tag;Jovem ;1;1.5;41;1.5;6.4;5;5;78.5;
;9;A;0;0;B2;30;30;2194;Morreu;4.5;0.5;34.5;30.5;na;na;na;#VALOR!;
;9;A;0;0;B5;30;0;no tag;Reprodutivo;6.5;3;36.5;3;11.7;5;5;78.5;
;9;A;0;0;C1;20;40;no tag;Reprodutivo;1.5;1.5;21.5;41.5;11.3;5;5;78.5;
;9;A;0;0;C2;20;30;2193;Reprodutivo;7.5;4.5;27.5;34.5;26.3;33.17;23.9;2489.27582;
;9;A;0;0;C4;20;10;2191;Jovem ;9;2.5;29;12.5;1.5;8.8;8.1;223.8192;
;9;A;0;0;C4;20;10;no tag;Jovem ;3;2.5;23;12.5;11.5;5;5;78.5;
;9;A;0;0;C4;20;10;no tag;Jovem ;3;2.5;23;12.5;9;5;5;78.5;
;9;A;0;0;C5;20;0;2190;Esqueleto;6;5;26;5;15.7;6.4;5;100.48;
;9;A;0;0;D2;10;30;no tag;Reprodutivo;2;5;12;35;11.5;5;5;78.5;
;9;A;0;0;D3;10;20;2192;Esqueleto;8;8;18;28;5;5;5;78.5;
;9;A;0;0;E3;0;20;no tag;Reprodutivo;3;5;3;25;13.11;15;17.7;833.67;
;9;B;50;0;A3;20;40;2198;Morreu;3.5;7;73.5;47;na;na;na;#VALOR!;
;9;B;50;0;A3;20;40;2197;Morreu;4;1;74;41;na;na;na;#VALOR!;
;9;B;50;0;B1;0;30;2201;Esqueleto;5;2.5;55;32.5;21.6;6.8;7;149.464;
;9;B;50;0;B1;0;30;2200;Reprodutivo;2;2.5;52;32.5;23.3;30.1;34.6;3270.1844;
;9;B;50;0;B1;0;30;no tag;Jovem ;3;8.5;53;38.5;12.5;5;5;78.5;
;9;B;50;0;B2;10;30;no tag;Jovem ;1;1.5;61;31.5;8.4;5;5;78.5;
;9;B;50;0;B2;10;30;no tag;Jovem ;3;8;63;38;9.2;5;5;78.5;
;9;B;50;0;B2;10;30;no tag;Morreu;4;8;64;38;na;na;na;#VALOR!;
;9;B;50;0;B2;10;30;no tag;Reprodutivo;2.5;4.5;62.5;34.5;14.3;30.2;21.7;2057.7676;
;9;B;50;0;C2;10;20;2202;Reprodutivo;9.5;0.5;69.5;20.5;44.8;68.3;71.5;15334.033;
;9;B;50;0;C4;30;20;2196;Esqueleto;3;7;83;27;15.7;9.4;8.6;253.8376;
;9;B;50;0;D1;0;10;2199;Morreu;0;5.5;50;15.5;na;na;na;#VALOR!;
;9;B;50;0;D2;10;10;no tag;Reprodutivo;1.5;4;61.5;14;28.1;21.8;17.1;1170.5292;
;9;C;0;50;A1;0;0;2209;Morreu;7;2;7;52;na;na;na;#VALOR!;
;9;C;0;50;A2;0;10;no tag;Jovem ;0;8.5;0;68.5;5.9;5;5;78.5;
;9;C;0;50;A3;0;20;no tag;Jovem ;1;3;1;73;8.9;5;5;78.5;
;9;C;0;50;A3;0;20;no tag;Jovem ;1.5;4.5;1.5;74.5;6.5;5;5;78.5;
;9;C;0;50;A3;0;20;no tag;Jovem ;8;7.5;8;77.5;12.3;6.9;7.6;164.6616;
;9;C;0;50;B1;10;0;2208;Reprodutivo;10;6;20;56;32.8;53.7;58.9;9931.6002;
;9;C;0;50;B3;10;20;2207;Morreu;4;8.5;14;78.5;na;na;na;#VALOR!;é na vdd 2 indiv
;9;C;0;50;C1;20;0;no tag;Jovem ;3;1;23;51;6.8;5;5;78.5;
;9;C;0;50;D1;30;0;no tag;ind igual;9.5;7.5;39.5;57.5;na;na;na;#VALOR!;mesmo indi de 2203
;9;C;0;50;D1;30;0;2203;Jovem ;8.5;8.5;38.5;58.5;35.8;64.1;69.6;14008.6704;
;9;C;0;50;D2;30;10;no tag;Reprodutivo;4;4;34;64;22.2;29.6;26.35;2449.0744;
;9;C;0;50;D2;30;10;no tag;Reprodutivo;8;6.5;38;66.5;27.6;19;22.9;1366.214;
;9;C;0;50;D2;30;10;no tag;Reprodutivo;4;2;34;62;20.9;12.3;7.9;305.1138;
;9;C;0;50;D5;30;40;2206;Reprodutivo;5.5;10;35.5;100;34.7;33.7;35.6;3767.1208;
;9;C;0;50;E1;40;0;no tag;Jovem ;7;4.5;47;54.5;3.1;5;5;78.5;
;9;C;0;50;E1;40;0;no tag;Jovem ;6.5;7;46.5;57;6.3;5;5;78.5;
;9;C;0;50;E2 ;40;10;2204;Reprodutivo;4;4.5;44;64.5;32.4;31.6;27;2679.048;
;9;C;0;50;E2;40;10;no tag;Jovem ;10;4;50;64;12.6;5;5;78.5;
;9;C;0;50;E2;40;10;2205;Jovem ;10;6.5;50;66.5;17.3;48.9;24.9;3823.2954;
;9;D;50;50;A1;40;0;2214;Jovem ;9;9;99;59;18.7;22.6;28.9;2050.8596;
;9;D;50;50;A2;30;0;2218;Reprodutivo;5;1;85;51;27.5;40.9;49.7;6382.7722;
;9;D;50;50;A2;30;0;2217;Reprodutivo;8;6.5;88;56.5;28.5;39.7;47.3;5896.3234;
;9;D;50;50;A2;30;0;no tag;Morreu;6;0;86;50;na;na;na;#VALOR!;
;9;D;50;50;A3;20;0;no tag;Jovem ;9;9;79;59;13.6;7.7;6.7;161.9926;
;9;D;50;50;A3;20;0;2215;Reprodutivo;1;9.5;71;59.5;28.6;39.1;25.4;3118.4596;
;9;D;50;50;A3;20;0;2216;Reprodutivo;7;4.5;77;54.5;33.3;30.1;42.7;4035.7478;
;9;D;50;50;A5;0;0;2219;Morreu;0.5;7.5;50.5;57.5;na;na;na;#VALOR!;
;9;D;50;50;B1;40;10;no tag;Reprodutivo;3;1;93;61;15.9;5;5;78.5;
;9;D;50;50;B1;40;10;no tag;Jovem ;4;4;94;64;5.1;5;5;78.5;
;9;D;50;50;B1;40;10;no tag;Jovem ;5;4.5;95;64.5;7.4;5;5;78.5;
;9;D;50;50;B2;30;10;2225;Jovem ;4.5;6;84.5;66;15.9;16.1;17;859.418;
;9;D;50;50;B3;20;10;2223;Reprodutivo;2;1;72;61;8.6;5;5;78.5;
;9;D;50;50;B3;20;10;no tag;Jovem ;2.5;9.5;72.5;69.5;6;5;5;78.5;
;9;D;50;50;B3;20;10;no tag;Jovem ;2.5;9.5;72.5;69.5;6;5;5;78.5;
;9;D;50;50;D2;30;30;2211;Jovem ;1.5;8;81.5;88;7.4;5;5;78.5;
;9;D;50;50;D2;30;30;2222;Jovem ;8;6;88;86;19.1;18.7;25.1;1473.8218;
;9;D;50;50;D4;10;30;2224;Reprodutivo;5;6;65;86;25.5;22.9;23.3;1675.4098;
;9;D;50;50;E2;30;40;2221;Jovem ;5;8;85;98;11.3;9.3;8.9;259.8978;
;9;D;50;50;E3 ;20;40;2210;Jovem ;4;4.5;74;94.5;20.2;16;16.6;833.984;
;9;D;50;50;E3;20;40;2212;Reprodutivo;10;4;80;94;18.6;15;13.3;626.43;
;9;D;50;50;E3;20;40;2220;Morreu;1;0;71;90;na;na;na;#VALOR!;
;9;D;50;50;E3 ;20;40;no tag;Reprodutivo;4.5;2;74.5;92;16.7;11.1;11.1;386.8794;
;9;D;50;50;E5;0;40;2213;Reprodutivo;10;2;60;92;29.4;38.3;41.6;5002.8992;
;10;A;0;0;A2;40;30;no tag;Jovem ;3.5;4.5;43.5;34.5;13.2;11.2;12.3;432.5664;
;10;A;0;0;B5;30;0;no tag;Jovem ;4;5;34;5;12.9;13.9;11.7;510.6582;
;10;A;0;0;D1;10;40;no tag;Jovem ;3;4;13;44;7.1;5;5;78.5;
;10;B;50;0;D1;0;10;2226;Reprodutivo;6;5;56;15;27;15.2;11.4;544.0992;
;10;B;50;0;D1;0;10;2227;Reprodutivo;5.5;7;55.5;17;18.8;26.1;18.4;1507.9536;
;10;B;50;0;B4;30;30;2228;Esqueleto;3.5;3;83.5;33;11.2;8;8;200.96;
;10;C;0;50;B1;10;0;2229;Reprodutivo;8;0;18;50;23.6;16;23.7;1190.688;
;10;C;0;50;C1;20;0;no tag;Jovem ;1.5;8;21.5;58;9.3;12.9;12.4;502.2744;
;10;C;0;50;D2;30;10;2231;Jovem ;1.5;7.5;31.5;67.5;12.4;5;5;78.5;
;10;C;0;50;D3;30;20;2230;Morreu;0.5;3.5;30.5;73.5;na;na;na;#VALOR!;
;10;D;50;50;E5 ;0;40;2237;Reprodutivo;3;6;53;96;31.8;52;24.7;4033.016;
;10;D;50;50;D5;0;30;2236;Reprodutivo;5.5;10.5;55.5;90.5;38.1;50.7;47.5;7561.905;
;10;D;50;50;D5;0;30;2235;Jovem ;6;10;56;90;30.2;24.2;26.9;2044.0772;
;10;D;50;50;D5;0;30;2234;Morreu;5.5;1.5;55.5;81.5;na;na;na;#VALOR!;
;10;D;50;50;A5;0;0;2233;Esqueleto;8.5;6;58.5;56;16.3;5;5;78.5;
;6;A;0;0;D4;10;10;no tag;Jovem ;5.5;8;15.5;18;5;5;5;78.5;
;6;A;0;0;E4;0;10;no tag;Jovem ;10;4;10;14;8.7;5;5;78.5;
;6;B;50;0;D3;20;10;no tag;Jovem ;1;6.5;71;16.5;6.1;5;5;78.5;
;6;D;50;50;C2;30;20;no tag;Reprodutivo;4;4;84;74;14.3;5;5;78.5;
;6;D;50;50;C2;30;20;no tag;Reprodutivo;4;4;84;74;14.3;5;5;78.5;
;6;D;50;50;C3;20;20;no tag;Jovem ;7.5;7;77.5;77;6.8;5;5;78.5;
;6;D;50;50;C3;20;20;no tag;Jovem ;9.5;7.5;79.5;77.5;9;5;5;78.5;
;6;D;50;50;D4;10;30;no tag;Jovem ;5;4;65;84;6.7;6.5;10.5;214.305;
;6;D;50;50;E4;10;40;no tag;Jovem ;3;3.5;63;93.5;7.7;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;7;0;57;90;4.4;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;7;2;57;92;5.5;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;8.5;2;58.5;92;10.9;5;5;78.5;
;6;D;50;50;E5;0;40;no tag;Jovem ;9;9.5;59;99.5;16.9;6.8;9.1;194.3032;
;7;A;0;0;A3;40;20;no tag;Jovem ;9;7;49;27;13.8;5;6.1;95.77;
;7;A;0;0;C1;20;40;no tag;Jovem ;2.5;8;22.5;48;12.2;5;5;78.5;
;7;A;0;0;D4;10;10;no tag;Jovem ;8;9;18;19;18.8;5;5;78.5;
;7;A;0;0;E2;0;30;no tag;Jovem ;6;7.5;6;37.5;14.3;5;5;78.5;
;7;C;0;50;C2;30;10;no tag;Jovem ;1.5;6.5;31.5;66.5;11.5;5;5;78.5;
;7;D;50;50;E4;40;30;no tag;Jovem ;4;2;94;82;7.8;5;5;78.5;
;7;D;50;50;E4;40;30;no tag;Jovem ;2.5;6;92.5;86;6.1;5;5;78.5;
;7;D;50;50;E4;40;30;no tag;Jovem ;7.5;6.5;97.5;86.5;5.9;5;5;78.5;
;8;A;0;0;D2;10;30;no tag;Jovem ;9.5;6;19.5;36;11.3;5;5;78.5;
;8;B;50;0;B3;30;20;no tag;Jovem ;6;2;86;22;6.7;5;5;78.5;
;9;A;0;0;A4;40;10;no tag;Esqueleto;1;8.5;41;18.5;na;na;na;#VALOR!;
;9;A;0;0;C4;20;10;no tag;Jovem ;1;7;21;17;4.4;5;5;78.5;
;9;B;50;0;D2;30;10;no tag;Jovem ;8.5;0;88.5;10;13.1;5;5;78.5;
;9;B;50;0;D2;30;10;no tag;Jovem ;4;6;84;16;9;5;5;78.5;
;9;B;50;0;D3;30;10;no tag;Jovem ;6;2.5;86;12.5;14.8;5;5;78.5;
;9;B;50;0;A4;30;40;no tag;Jovem ;8;3;88;43;6.9;5;5;78.5;
;9;D;50;50;B1;40;10;no tag;Jovem ;9;1;99;61;16.9;7.7;7.5;181.335;
;9;D;50;50;B2;30;10;no tag;Jovem ;1.5;3.5;81.5;63.5;8.6;5;5;78.5;
;9;D;50;50;E3;20;40;no tag;Jovem ;7;6;77;96;4.4;5;5;78.5;
;9;D;50;50;E3;20;40;no tag;Jovem ;7;6;77;96;4.4;5;5;78.5;
;ext;na;na;na;?;na;na;2238;Esqueleto;na;na;na;na;29.4;58.1;35.6;6494.6504;
;ext;na;na;na;NEXT P7;na;na;2177;Reprodutivo;na;na;na;na;63.1;154.5;134.6;65298.498;
;ext;na;na;na;NEXT P2;na;na;2045;Esqueleto;na;na;na;na;53.9;79.2;72.9;18129.3552;
;ext;na;na;na;NEXT P3;na;na;2064;Reprodutivo;na;na;na;na;46.3;109.3;133.1;45680.1862;
;ext;na;na;na;next  P5;na;na;2141;Reprodutivo;na;na;na;na;60.6;87.2;38.3;10486.8464;
;ext;na;na;na;NEXT P3;na;na;2102;Reprodutivo;na;na;na;na;42.6;140.6;76.9;33950.1196;
;ext;na;na;na;?;na;na;na;not found;na;na;na;na;na;na;na;#VALOR!;
